Class,File,Surface Area,Volume,Rectangularity,Compactness,Convexity,Eccentricity,Diameter,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,A3_23,A3_24,A3_25,A3_26,A3_27,A3_28,A3_29,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29
Helicopter,D00191.obj,0.03163270650409455,0.012467479330447393,0.0036699247380896985,0.00031034112235567583,0.009873228125168885,0.00014898776763498054,0.04209442005603297,0.04014,0.06632,0.06728,0.06498,0.06452,0.05856,0.0575,0.05316,0.05044,0.04774,0.04492,0.04094,0.03826,0.03406,0.03124,0.02822,0.0267,0.02298,0.02202,0.02,0.01894,0.01808,0.01566,0.01468,0.01436,0.01228,0.01062,0.00818,0.00542,0.0018,0.00754,0.06924,0.0868,0.10074,0.15704,0.1263,0.0955,0.09536,0.08462,0.03346,0.03216,0.01072,0.00846,0.00398,0.00586,0.00672,0.00526,0.00642,0.0517,0.01178,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04284,0.09492,0.16198,0.19758,0.15842,0.10276,0.0594,0.03332,0.04042,0.03072,0.02046,0.01652,0.02294,0.0107,0.00602,0.00094,0.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01474,0.08106,0.1501,0.20288,0.20604,0.15306,0.0899,0.04932,0.03054,0.01596,0.00488,0.00088,0.0003,0.00022,8e-05,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02752,0.13234,0.21822,0.23214,0.1919,0.1141,0.05404,0.02088,0.00678,0.00158,0.00028,0.00016,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00361.obj,0.04316387276391427,0.012523692384839951,0.005612440046947134,0.0007569155586198242,0.01521708774047506,0.00019532772368023352,0.023886521703350955,0.04706,0.07858,0.08104,0.06668,0.05682,0.0524,0.05136,0.04958,0.04664,0.0424,0.0401,0.03714,0.03464,0.03326,0.02926,0.0273,0.02498,0.02354,0.0223,0.02168,0.01842,0.01946,0.01992,0.01784,0.01708,0.01452,0.01082,0.00828,0.0049,0.002,0.0,0.0332,0.08746,0.21526,0.15336,0.15684,0.06206,0.05732,0.0395,0.02078,0.0284,0.00782,0.00348,0.0082,0.01164,0.01142,0.03442,0.04578,0.01742,0.00406,0.00158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05814,0.14158,0.19526,0.1916,0.10072,0.05246,0.03164,0.02946,0.04214,0.05472,0.04168,0.02782,0.01896,0.00984,0.00314,0.00056,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.1207,0.20456,0.20034,0.165,0.11358,0.08416,0.05992,0.0222,0.00366,0.00124,0.00098,0.00112,0.00046,6e-05,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04044,0.18496,0.25502,0.22812,0.15386,0.08494,0.03678,0.01232,0.00236,0.00096,0.00018,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00397.obj,0.04530191200098015,0.013517179607087766,0.006702058421636438,0.0007471289696152608,0.01764024874966954,0.00020052008395905792,0.01685064712492097,0.05318,0.08068,0.08386,0.06732,0.05896,0.0505,0.04864,0.04582,0.04322,0.04224,0.04002,0.03664,0.03354,0.0314,0.02858,0.02532,0.0243,0.02196,0.0235,0.01982,0.02022,0.01994,0.02102,0.01944,0.01758,0.01436,0.01084,0.00908,0.00578,0.00224,0.00026,0.0217,0.07134,0.17466,0.13792,0.12864,0.10924,0.07664,0.09194,0.03886,0.00454,0.00638,0.01086,0.01276,0.01,0.009,0.06416,0.02572,0.00404,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.1208,0.19422,0.1826,0.08996,0.0734,0.05282,0.04664,0.03944,0.04538,0.0435,0.02802,0.01996,0.00528,0.0008,0.00028,0.00026,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02072,0.10698,0.1831,0.22192,0.1819,0.12508,0.08312,0.0531,0.01404,0.00414,0.0029,0.00156,0.00098,0.0004,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03778,0.17478,0.2588,0.23886,0.16236,0.08116,0.0307,0.01,0.00374,0.00142,0.00036,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00423.obj,0.02172776206274223,0.006957636727485922,0.003263590229464742,0.0003462197021077756,0.007579535213651285,0.00031547794166623364,0.04652955154556079,0.0647,0.10722,0.08956,0.07236,0.06212,0.05012,0.0438,0.0389,0.03334,0.0301,0.02728,0.02384,0.02478,0.02194,0.02108,0.02194,0.0214,0.02082,0.02144,0.02108,0.02334,0.0217,0.02282,0.02242,0.02438,0.02326,0.01878,0.01508,0.0082,0.0022,0.0,0.0411,0.11034,0.1289,0.1377,0.0702,0.05944,0.06354,0.06864,0.08792,0.04626,0.03158,0.00462,0.0082,0.02728,0.02408,0.0173,0.0279,0.0293,0.0068,0.0045,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547,0.1337,0.13964,0.12572,0.11204,0.0928,0.07434,0.05846,0.0468,0.04106,0.0313,0.02634,0.02456,0.02176,0.01222,0.00336,0.00106,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01946,0.10172,0.1851,0.20832,0.182,0.13998,0.08438,0.0394,0.0192,0.0096,0.00478,0.00272,0.00174,0.00114,0.0004,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03992,0.17606,0.26884,0.24684,0.15634,0.06394,0.02714,0.01308,0.00536,0.00176,0.00056,8e-05,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00470.obj,0.019670715061252796,0.005306900140396523,0.0021503153816474926,0.00045293508197658233,0.005549068249665915,0.0002757791395611639,0.0035778216744621043,0.06228,0.1093,0.09564,0.0743,0.05876,0.05066,0.04234,0.03818,0.0328,0.02952,0.02764,0.0277,0.02578,0.02462,0.0236,0.02274,0.02112,0.02064,0.0205,0.02046,0.01876,0.01964,0.02136,0.0215,0.02216,0.02048,0.01896,0.01502,0.0099,0.00364,0.0032,0.04652,0.08972,0.0983,0.09462,0.07528,0.0678,0.07924,0.0718,0.0517,0.04368,0.04188,0.03784,0.06342,0.06438,0.05132,0.0132,0.00456,0.00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.11004,0.15004,0.13174,0.10482,0.08638,0.0744,0.06568,0.05972,0.0598,0.04268,0.03508,0.01994,0.01406,0.00852,0.00142,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098,0.0741,0.15882,0.20782,0.19624,0.15418,0.1003,0.05136,0.02466,0.0097,0.00554,0.00308,0.00208,0.00094,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02516,0.1429,0.24474,0.2562,0.17992,0.08976,0.03736,0.0151,0.00564,0.00216,0.00064,0.00028,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00471.obj,0.028754338247724415,0.006057142564595371,0.0026978103765690534,0.0010126274052533835,0.008171596634980193,0.00033506258959534245,0.016485154526399075,0.05746,0.09814,0.08156,0.0628,0.055,0.05066,0.0479,0.04496,0.04144,0.0378,0.03556,0.03196,0.03064,0.02894,0.02706,0.026,0.02312,0.02334,0.02136,0.02158,0.02134,0.0214,0.01998,0.02004,0.0186,0.0174,0.01496,0.00964,0.00678,0.00258,0.00436,0.0915,0.12444,0.15606,0.13218,0.1112,0.07698,0.059,0.05126,0.02044,0.0111,0.02752,0.04664,0.01268,0.02008,0.03286,0.01758,0.00278,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07048,0.2022,0.22676,0.12362,0.06002,0.0432,0.04924,0.06582,0.05558,0.05054,0.03018,0.0166,0.00458,0.00082,0.00018,0.00012,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03392,0.15986,0.25946,0.21276,0.14724,0.11656,0.05188,0.0137,0.00212,0.00122,0.00066,0.00036,0.00022,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06068,0.25124,0.31616,0.22528,0.10758,0.03088,0.00596,0.00152,0.00054,0.00012,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00473.obj,0.07953452504376377,0.024913730754894236,0.007334539485605524,0.00113857708403336,0.01859290767949791,8.96486042432257e-05,0.032041625374761754,0.02642,0.05122,0.05994,0.05964,0.06184,0.062,0.06346,0.06176,0.06022,0.05726,0.05132,0.04838,0.0441,0.04062,0.03566,0.0306,0.0294,0.02564,0.02214,0.01996,0.01814,0.0155,0.01294,0.0107,0.01,0.0073,0.00598,0.0046,0.00252,0.00074,0.0014,0.0222,0.17014,0.3068,0.18202,0.18294,0.00846,0.02144,0.01504,0.02334,0.0051,0.00074,0.00178,0.00064,0.00386,0.0027,0.00572,0.00524,0.02946,0.00666,0.00326,0.00092,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05988,0.18766,0.27102,0.21198,0.10388,0.03532,0.01824,0.01484,0.02302,0.0253,0.02326,0.01772,0.00584,0.00172,0.0002,8e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02314,0.14492,0.27188,0.2568,0.13686,0.07478,0.0457,0.02494,0.01328,0.00518,0.00142,0.00054,0.0002,0.00028,6e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.20546,0.3041,0.24154,0.1235,0.0537,0.01958,0.00724,0.0024,0.00078,0.0004,6e-05,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00498.obj,0.033962395733310745,0.010381003083311247,0.008128033290067447,0.0005518518436735494,0.0189298989260288,0.00014736303376832748,0.001726840674433588,0.0333013320532821,0.0674226969078763,0.0725829033161326,0.0723628945157806,0.0700828033121324,0.0642225689027561,0.0582623304932197,0.0517820712828513,0.0461818472738909,0.0430817232689307,0.0411216448657946,0.0353614144565782,0.0335413416536661,0.032621304852194,0.0287211488459538,0.0286211448457938,0.0260010400416016,0.0257610304412176,0.0244209768390735,0.0223808952358094,0.0196407856314252,0.0189207568302732,0.0173606944277771,0.016380655226209,0.0143405736229449,0.0137005480219208,0.0099803992159686,0.0070402816112644,0.0037601504060162,0.001040041601664,0.0,0.03072,0.14888,0.13782,0.12942,0.13132,0.11072,0.09458,0.08052,0.04998,0.03534,0.00672,0.00404,0.00126,0.00454,0.01618,0.00362,0.00146,0.00134,0.008,0.00286,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04468,0.1296,0.19174,0.17646,0.14424,0.11442,0.08848,0.05284,0.02122,0.0102,0.00736,0.00614,0.00638,0.00338,0.00218,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01374,0.09662,0.20278,0.24746,0.19834,0.123,0.0664,0.03136,0.01304,0.0056,0.00134,0.00028,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03048,0.16142,0.26888,0.26122,0.16122,0.07636,0.03028,0.00816,0.00174,0.00018,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00500.obj,0.04494606960640901,0.014795987519653065,0.006665184456288097,0.0006086508126701031,0.018432046122207578,0.0002446470041057564,0.020478094249207348,0.05906,0.08874,0.08642,0.07842,0.06222,0.05248,0.04678,0.04022,0.0363,0.03442,0.03182,0.0282,0.0273,0.02692,0.02684,0.02634,0.0234,0.02334,0.02062,0.02064,0.02162,0.02338,0.0233,0.02354,0.02282,0.01842,0.01218,0.00766,0.00526,0.00134,0.00094,0.01354,0.03994,0.23108,0.12722,0.04928,0.04688,0.04528,0.06156,0.0852,0.1054,0.02484,0.01974,0.03534,0.01372,0.06112,0.034,0.00288,0.0008,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0.0993,0.13356,0.15294,0.11878,0.09086,0.05888,0.05334,0.07248,0.05154,0.0306,0.03002,0.02722,0.01516,0.00184,0.00058,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184,0.0961,0.14988,0.18136,0.17894,0.16724,0.11852,0.05804,0.0148,0.00584,0.00366,0.00204,0.00096,0.0006,0.00014,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03564,0.15122,0.22976,0.24248,0.18978,0.09824,0.03426,0.01158,0.00478,0.00176,0.00042,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00502.obj,0.02803691149527541,0.006875545040586837,0.0036370014788118426,0.0007304604174762921,0.01001766869831127,0.0001356365732383382,0.0002657014552732601,0.05992,0.0684,0.0624,0.0612,0.05862,0.05338,0.05488,0.05078,0.04678,0.04502,0.04406,0.04044,0.03776,0.03464,0.03398,0.03014,0.02898,0.02534,0.02432,0.02244,0.01858,0.01844,0.01686,0.01532,0.01318,0.01112,0.00866,0.00836,0.00444,0.00156,0.00104,0.02998,0.22528,0.28118,0.07336,0.0922,0.06854,0.05534,0.03942,0.00262,0.00258,0.0124,0.0119,0.02604,0.02018,0.0056,0.00172,0.01964,0.0195,0.00738,0.00326,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09944,0.13748,0.21466,0.18016,0.11304,0.0402,0.0429,0.03932,0.0384,0.0372,0.02438,0.01496,0.01052,0.005,0.00106,0.00058,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06178,0.17498,0.20406,0.2099,0.13262,0.08044,0.06384,0.04134,0.01728,0.00588,0.00434,0.00184,0.00148,0.0002,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09156,0.24864,0.27746,0.19872,0.10132,0.04452,0.0204,0.00788,0.00526,0.00342,0.00076,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00644.obj,0.03323094439848359,0.009969225475803431,0.005083773052749982,0.0005623742798892672,0.010823381569213504,0.00012407791931971904,0.0242832021998288,0.0397,0.05596,0.06772,0.07018,0.06302,0.05872,0.05486,0.05088,0.04986,0.04968,0.04688,0.04522,0.04056,0.0384,0.03168,0.02792,0.0265,0.023,0.0218,0.01918,0.0184,0.01828,0.0177,0.01474,0.0145,0.01252,0.01008,0.00654,0.00424,0.00128,0.0,0.02672,0.08532,0.32122,0.06834,0.06662,0.07712,0.08126,0.03896,0.0295,0.02472,0.02262,0.0294,0.02392,0.02586,0.0242,0.02366,0.02108,0.00948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05522,0.08026,0.17708,0.1611,0.1313,0.08814,0.07686,0.07502,0.0606,0.04184,0.02192,0.01358,0.00764,0.00462,0.00272,0.00158,0.00044,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02828,0.10226,0.14026,0.16672,0.16496,0.13776,0.10678,0.06494,0.03668,0.02274,0.01316,0.00788,0.00414,0.00216,0.00082,0.0003,0.0001,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04274,0.15438,0.19982,0.19252,0.1504,0.11726,0.07532,0.03964,0.0179,0.00684,0.00242,0.0006,0.00014,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00658.obj,0.018657282110565547,0.0069188586535061675,0.0025811354160885426,0.00022803943509626252,0.007989034813701095,0.00020462821835293577,0.026404981437015362,0.05742,0.08796,0.07962,0.06686,0.05814,0.05172,0.04988,0.04572,0.04306,0.03878,0.03684,0.03412,0.0325,0.03164,0.02872,0.02562,0.02274,0.02262,0.02134,0.0212,0.02032,0.01906,0.01698,0.01792,0.01674,0.0154,0.01466,0.0126,0.0075,0.00232,0.0,0.03462,0.10428,0.0979,0.11878,0.13868,0.07224,0.08924,0.1331,0.03702,0.0216,0.02062,0.02156,0.02306,0.00988,0.0322,0.04232,0.00064,0.0,0.002,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04784,0.11212,0.16046,0.17718,0.13366,0.07384,0.06022,0.05542,0.04626,0.05718,0.03368,0.02382,0.01576,0.00148,0.0003,0.00054,0.00012,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01796,0.09068,0.1802,0.2247,0.196,0.1298,0.07858,0.0476,0.02232,0.00582,0.00282,0.00198,0.00082,0.00046,0.00024,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.16596,0.25936,0.2491,0.16568,0.07762,0.02976,0.0115,0.00418,0.00164,0.00068,0.0002,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00751.obj,0.05048708052237441,0.018025296117315848,0.008580097535842539,0.0005741199595925892,0.01822899754448803,0.0004693012479212436,0.07428108768992925,0.08592,0.12272,0.10316,0.07658,0.05602,0.04054,0.03624,0.03132,0.02662,0.02504,0.02228,0.02108,0.0198,0.01798,0.01822,0.0178,0.0172,0.01796,0.01944,0.02018,0.02142,0.02198,0.02488,0.02472,0.02666,0.02618,0.02518,0.01864,0.01068,0.00356,0.0,0.01974,0.0287,0.06736,0.05,0.04386,0.08296,0.08378,0.0705,0.07064,0.07168,0.08838,0.08192,0.0871,0.05472,0.04182,0.02398,0.0234,0.00438,0.00042,0.00314,0.00152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04206,0.10098,0.11888,0.10256,0.08206,0.07234,0.0711,0.0667,0.0686,0.07178,0.05484,0.0448,0.03564,0.03096,0.0206,0.01164,0.00402,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.07438,0.12644,0.1644,0.18068,0.1724,0.1351,0.07434,0.03186,0.01036,0.00486,0.00354,0.0022,0.00146,0.0009,0.00042,0.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636,0.15416,0.23114,0.2421,0.18644,0.09558,0.0329,0.01012,0.00588,0.00314,0.0015,0.00052,0.00012,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00796.obj,0.02482371308949126,0.011403762233479563,0.004047624815533388,0.0001849139761322449,0.010153619856994369,0.00010370504895042738,0.0005866531788702974,0.03922,0.0647,0.06986,0.06602,0.05858,0.0563,0.05532,0.05432,0.05122,0.04994,0.04698,0.04422,0.04082,0.03656,0.03344,0.03018,0.0261,0.02488,0.02148,0.0199,0.01794,0.01594,0.01392,0.01414,0.0125,0.01136,0.00958,0.00778,0.00494,0.00186,0.0,0.0,0.07148,0.13332,0.08248,0.0933,0.1115,0.0937,0.09124,0.06264,0.06348,0.00284,0.02358,0.01366,0.01054,0.02654,0.0622,0.04076,0.01674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02682,0.071,0.12112,0.1572,0.14882,0.09614,0.0638,0.05752,0.0593,0.05788,0.0507,0.04094,0.03,0.01668,0.00158,0.00024,0.00018,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00656,0.04528,0.10406,0.16106,0.18376,0.1526,0.113,0.08852,0.05784,0.0351,0.01864,0.01148,0.00968,0.0064,0.00342,0.00182,0.0006,0.00012,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01332,0.08072,0.16196,0.2029,0.18968,0.1432,0.09092,0.05532,0.02894,0.01686,0.00884,0.0045,0.0017,0.00068,0.00028,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00820.obj,0.05858903681707149,0.01752729901743713,0.0060209857418714,0.0009392862635799189,0.013836744284160568,0.00015664270250750719,0.04565287343895431,0.04174,0.07534,0.07592,0.0671,0.06018,0.05864,0.0537,0.05124,0.0464,0.04516,0.04212,0.03928,0.03506,0.03122,0.0299,0.02734,0.02676,0.02252,0.02122,0.02058,0.01856,0.0182,0.01722,0.0155,0.0159,0.01382,0.0117,0.00936,0.00634,0.00198,0.00176,0.02282,0.1206,0.15028,0.10476,0.10772,0.10998,0.08636,0.09276,0.0452,0.02402,0.00998,0.00548,0.01588,0.01478,0.0132,0.00524,0.00734,0.0094,0.00812,0.01242,0.02652,0.00404,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.03444,0.10624,0.18742,0.18246,0.13542,0.08478,0.0505,0.03894,0.03414,0.0321,0.0335,0.0277,0.01858,0.01564,0.01216,0.00508,0.00084,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01068,0.06958,0.16416,0.22224,0.2069,0.12964,0.08652,0.0534,0.03062,0.01252,0.00588,0.00276,0.00186,0.00152,0.00096,0.00048,0.00026,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02262,0.1248,0.22654,0.25022,0.1915,0.1081,0.04394,0.01916,0.0076,0.00304,0.00122,0.00076,0.00028,0.00018,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Helicopter,D00868.obj,0.029117709066193133,0.005525593483725358,0.0038625548600573776,0.0012618822610750986,0.006382836185227479,0.000481038823198134,0.01837798465838441,0.0751,0.09092,0.07576,0.06798,0.06096,0.0517,0.04766,0.04222,0.04018,0.03564,0.03308,0.03186,0.02862,0.027,0.02698,0.02392,0.02206,0.0198,0.0213,0.01976,0.0204,0.01776,0.01668,0.01686,0.01684,0.01786,0.01588,0.01644,0.01336,0.00542,0.013,0.07996,0.11052,0.10674,0.10132,0.06172,0.10444,0.08798,0.0378,0.03782,0.03548,0.03148,0.02008,0.0176,0.03078,0.03156,0.02278,0.02712,0.0316,0.01022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05126,0.12832,0.1276,0.1362,0.11014,0.07748,0.06912,0.06482,0.06528,0.05624,0.04558,0.0267,0.01594,0.011,0.00724,0.00398,0.00266,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01854,0.11828,0.1958,0.18024,0.14588,0.1069,0.07186,0.05346,0.04132,0.02636,0.01708,0.01216,0.00584,0.00348,0.0019,0.0005,0.00018,6e-05,8e-05,2e-05,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04324,0.19948,0.25582,0.20006,0.13398,0.08454,0.04592,0.0232,0.00894,0.00306,0.00132,0.00036,6e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
